"bairro","location","preco","quartos","m2","corretora","data","link","pm2"
"Asa Sul ","SQS 409 OPORTUNIDADE!!! BLOCO PASTILHADO 9944-9575.",325000,1,40,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-409-1089964",8125
"Asa Norte ","CLN 212 EXCLUSIVIDADE ! SUPER REFORMA SALA 02 QTOS COZ LINDO",325000,2,44.05,"7037",2014-01-12,"/imovel/venda-apartamento-brasilia-df-2-quartos-cln-212-674053",7377.97956867196
"Noroeste ","SQNW VIA SOHO - MUDE HOJE - LAZER COMPLETO - 9668 4243",325000,1,33.7,"11546",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-466703",9643.91691394659
"Noroeste ","SQNW 310 BLOCO D ",325000,1,34,"10640",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-310-bloco-d-1164313",9558.82352941176
"Noroeste ","CLNW 10/11 LOTE B ",325000,1,27.91,"10484",2014-01-07,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-lote-b-876128",11644.5718380509
"Asa Norte ","CLN 302 DIVIDIDO E COM ARM?RIOS",330000,2,59,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-cln-302-1160091",5593.22033898305
"Asa Norte ","SCRN 704/705 ELEVADOR E GARAGEM! 9949-0121",330000,1,30,"11476",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-scrn-704-705-1007124",11000
"Asa Sul ","SQS 404 PRIME BRAS?LIA VENDE USE SEU FGTS 8408-4788",330000,1,43,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-980368",7674.41860465116
"Asa Sul ","SQS 404 USE SEU FGTS 8408-4788",330000,1,43,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-980681",7674.41860465116
"Sudoeste ","QMSW 06 REFORMADO!!!",330000,1,35,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-qmsw-06-1092157",9428.57142857143
"Asa Norte ","SCLRN 704 PRONTO PARA MORAR OU INVESTIR!!!!!!!!!!!!",330000,1,30,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sclrn-704-712112",11000
"Asa Sul ","SQS 404 REFORMADO, DE CANTO, PRONTO PRA MORAR!!!",330000,1,30,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-1002641",11000
"Asa Sul ","SGAS 902 SALA COMERCIAL MOBILIADA C/ VAGA(02)",330000,1,44.29,"16711",2014-01-27,"/imovel/venda-apartamento-brasilia-df-1-quarto-sgas-902-1039632",7450.89184917589
"Asa Sul ","SQS 411 BLOCO O ",330000,1,50,"6356",2014-01-26,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-411-bloco-o-1011847",6600
"Asa Sul ","SQS 404 EXCELENTE APT. DE CANTO, VISTA LIVRE",330000,1,40,"11983",2014-01-22,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-996235",8250
"Noroeste ","CLNW 10/11 MELHOR INVESTIMENTO PRA COPA...ALUGUEL CERTO!",330000,1,31.3,"7353",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1094557",10543.1309904153
"Asa Norte ","CLN 302 VISTA LIVRE - ACEITA PERMUTA POR APTO. 3 QTS.",330000,2,59,"4371",2014-01-21,"/imovel/venda-apartamento-brasilia-df-2-quartos-cln-302-1101953",5593.22033898305
"Asa Norte ","SETOR SHTN ",330000,1,37,"6390",2014-01-20,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-1089813",8918.91891891892
"Asa Sul ","CRS 516 BLOCO C ",330000,1,45,"9397",2013-12-31,"/imovel/venda-apartamento-brasilia-df-1-quarto-crs-516-bloco-c-655559",7333.33333333333
"Asa Sul ","SQS 404 LINDO!!! 8464-5958",330000,1,30,"11476",2013-12-19,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-811027",11000
"Noroeste ","SQNW VIA SOHO - PRONTO - 9668 4243",330000,1,33.7,"11546",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-466705",9792.28486646884
"Sudoeste ","EQRSW 7/8 * MONUMENTAL SUDOESTE * NASCENTE (61) 8555-7003",330000,1,34,"5915",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-eqrsw-7-8-469926",9705.88235294118
"Sudoeste ","EQRSW 7/8 ANO NOVO CASA NOVA!!MONUMENTAL ALTO PADR?O",332000,1,33,"9663",2013-12-30,"/imovel/venda-apartamento-brasilia-df-1-quarto-eqrsw-7-8-416808",10060.6060606061
"Asa Norte ","SQN 314 RARIDADE, LINDO APTO, SEMI MOBILIADO, USE SEU FGTS",338000,1,40,"17610",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-314-1162482",8450
"Asa Norte ","SCRN 712/713 BLOCO D TOTALMENTE RESIDENCIAL COM ELEVADOR E LA",340000,2,52,"15438",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-scrn-712-713-bloco-d-1162374",6538.46153846154
"Asa Norte ","SHCGN 708 ",340000,1,31.33,"0101",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-shcgn-708-1156465",10852.218321098
"Asa Sul ","SQS 413 BLOCO M ",340000,2,50,"5386",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-413-bloco-m-1094518",6800
"Asa Sul ","SQS 411 - OPORTUNIDADE!!!",340000,2,54,"9722",2014-01-20,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-133706",6296.2962962963
"Asa Sul ","SQS 404 COM ELEVADOR RWF",345000,1,36,"8066",2014-01-07,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-220479",9583.33333333333
"Noroeste ","SQNW 311 BLOCO D 1 QUARTO NO  SETOR NOROESTE",346361.52,1,30,"17127",2014-01-10,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-311-bloco-d-850906",11545.384
"Asa Sul ","SQS 413 IMPERD?VEL 02 QTS  EXCTE PRE?O R$$",347000,2,50,"7037",2014-01-27,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-413-819422",6940
"Asa Sul ","SQS 409 BLOCO F ",349000,1,43,"11955",2013-12-16,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-409-bloco-f-983230",8116.27906976744
"Sudoeste ","EQRSW 7/8 V?RIAS UNIDADES!! EXCELENTE OPORTUNIDADE!!!",350000,1,33.5,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-eqrsw-7-8-883031",10447.7611940299
"Asa Norte ","SCLRN 705 ",350000,2,70,"11569",2014-01-24,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-705-839446",5000
"Noroeste ","CLNW 10/11 01 QUARTO ALTO PADRAO! AC.FGTS;FINANC",350000,1,33.18,"7353",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1094547",10548.5232067511
"Sudoeste ","QMSW 04 LOTE 10 DOUBLE KIT",350000,2,44,"7148",2014-01-21,"/imovel/venda-apartamento-brasilia-df-2-quartos-qmsw-04-1161280",7954.54545454545
"Asa Sul ","SQS 404 ",350000,1,33,"9807",2014-01-20,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-1004065",10606.0606060606
"Sudoeste ","EQRSW 7/8 - MONUMENTAL SUDOESTE - MOBILIADO",350000,1,33.87,"17097",2014-01-20,"/imovel/venda-apartamento-brasilia-df-1-quarto-eqrsw-7-8-1094401",10333.6285798642
"Asa Sul ","SQS 404 ",350000,1,30,"9807",2014-01-15,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-404-785219",11666.6666666667
"Sudoeste ","QMSW 04 ",350000,2,44,"17898",2014-01-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-qmsw-04-1156558",7954.54545454545
"Asa Norte ","SHCGN 703 BLOCO J PRIMEIRO ANDAR NASCENTE",350000,2,45,"12622",2014-01-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-shcgn-703-bloco-j-874769",7777.77777777778
"Asa Sul ","SQS 412 NASCENTE,  AC.CASA NO JARDIM BOT?NICO OU TERRENO",350000,2,52,"11018",2014-01-07,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-412-765846",6730.76923076923
"Asa Norte ","SHN 05 ",350000,1,37.23,"15594",2013-12-17,"/imovel/venda-apartamento-brasilia-df-1-quarto-shn-05-959070",9401.0206822455
"Noroeste ","CLNW 10/11 NEO RESIDENCIAS MODERNAS",354000,1,43,"20381",2014-01-24,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1007872",8232.55813953488
"Noroeste ","CLNW 10/11 NEO RESID?NCIAS MODERNAS - 1 E 2 QUARTOS",354706.81,1,33.18,"303164",2014-01-13,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1077944",10690.3800482218
"Noroeste ","CLNW 10/11 OPORTUNIDADE!!! EXCELENTE UM QUARTO!!",355000,1,33.18,"11983",2014-01-22,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1159610",10699.2163954189
"Asa Norte ","SCLRN 704 PIAZZA VITTA- ACEITA FGTS C/ TERRA?O E VAGA",356000,1,50.56,"13579",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sclrn-704-263593",7041.13924050633
"Sudoeste ","CCSW 02 EDF. LINEA.EXCELENTE!!! LIGUE J?9529-4141",357000,1,38,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-ccsw-02-505730",9394.73684210526
"Asa Norte ","SHLN QUADRA 01 BLOCO J SAINT MORITZ",359000,1,32,"10584",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-shln-quadra-01-bloco-j-711842",11218.75
"Noroeste ","CLNW 10/11 ",360000,1,33,"17001",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1104820",10909.0909090909
"Noroeste ","CLNW 10/11 ",360000,1,33,"17001",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-719314",10909.0909090909
"Sudoeste ","QMSW 04 EXCELENTE LOCALIZA??O!!",360000,2,49,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-qmsw-04-780095",7346.9387755102
"Asa Sul ","SQS 412 MEIO DE QUADRA, NASCENTE",360000,2,42,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-412-811310",8571.42857142857
"Sudoeste ","QMSW 04 TRANSF EM 2 QTS - REFORMADO, C/ V.GARAGEM",360000,1,45,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-qmsw-04-980354",8000
"Sudoeste ","QMSW 04 REFORMADO C/ V. GARAGEM - CARIBE CENTER",360000,2,45,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-qmsw-04-980334",8000
"Asa Sul ","CRS 515 DESOCUPADO ACEITO FINANCIAMENTO. FGTS NICE 8493-1601",360000,1,52,"11018",2014-01-27,"/imovel/venda-apartamento-brasilia-df-1-quarto-crs-515-921158",6923.07692307692
"Sudoeste ","QMSW 05 - GARAGEM - CARIBE CENTER",360000,2,60,"13933",2013-12-19,"/imovel/venda-apartamento-brasilia-df-2-quartos-qmsw-05-1028063",6000
"Asa Sul ","SQS 405 BLOCO T REFORMADO",360000,1,35,"3699",2013-12-10,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-405-bloco-t-1015234",10285.7142857143
"Noroeste ","CLNW 10/11 NEO 1 QUARTO NOROESTE - ACEITA  FGTS",364947.17,1,42.75,"12573",2013-12-17,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-489619",8536.77590643275
"Asa Norte ","SCLRN 716 BLOCO B ",365000,2,50,"14522",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-716-bloco-b-1157155",7300
"Sudoeste ","CLSW 300A BLOCO 02 ED. BELAS ARTES",365000,1,37.4,"11502",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-clsw-300a-bloco-02-1087541",9759.35828877005
"Noroeste ","SQNW 311 BLOCO C ATRIUM PLATINE",365000,1,32.25,"18986",2013-12-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqnw-311-bloco-c-1012398",11317.8294573643
"Asa Sul ","SQS 405 LINDO APTO -  8408-4788",368000,1,35,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-405-1025982",10514.2857142857
"Asa Norte ","SQN 407 BLOCO A 2. ANDAR! OTIMA LOCALIZA??O!",369000,1,48,"16018",2014-01-18,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-407-bloco-a-746795",7687.5
"Asa Norte ","SQN 314 ",370000,1,38.28,"3545",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-314-702433",9665.62173458725
"Asa Norte ","SHN 05 ",370000,1,37.23,"14251",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-shn-05-1164072",9938.2218640881
"Asa Sul ","SQS 411 ?TIMO PRE?O...",370000,2,50,"7107",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1007735",7400
"Asa Sul ","SQS 413 BLOCO M REFORMADO E VISTA LIVRE",370000,2,49,"12602",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-413-bloco-m-1051918",7551.02040816327
"Asa Sul ","SQS 408 REFORMADO, VISTA LIVRE, A. SERVI?O",370000,1,48,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-408-810118",7708.33333333333
"Sudoeste ","QMSW 04 UM ESPET?CULO DE DOUBLE KIT",370000,2,44,"18220",2014-01-25,"/imovel/venda-apartamento-brasilia-df-2-quartos-qmsw-04-1157052",8409.09090909091
"Asa Norte ","SCRN 712/713 ",370000,2,74,"14545",2014-01-13,"/imovel/venda-apartamento-brasilia-df-2-quartos-scrn-712-713-549526",5000
"Asa Norte ","SCRN 716 4 ANDAR -ELEVADOR-91336434",370000,2,48,"7148",2014-01-07,"/imovel/venda-apartamento-brasilia-df-2-quartos-scrn-716-1097292",7708.33333333333
"Asa Sul ","SQS 408 BLOCO G ",370000,1,57,"5391",2013-12-18,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-408-bloco-g-880181",6491.22807017544
"Asa Norte ","SETOR SHTN LAKE SIDE APART HOTEL - VISTA LAGO",370000,1,37,"18604",2013-12-16,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-999658",10000
"Noroeste ","CLNW 10/11 LOTE B ",370000,1,33.62,"10484",2014-01-07,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-lote-b-876127",11005.3539559786
"Asa Sul ","SQS 408 LINDO APT REFORMADO, NASCENTE",375000,1,43,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-408-681021",8720.93023255814
"Asa Norte ","SQN 316 BLOCO K ",375000,1,53,"21435",2014-01-24,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-316-bloco-k-1160810",7075.47169811321
"Asa Norte ","SQN 316 OPORTUNIDADE!!!!",375000,1,45,"18066",2014-01-24,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-316-968998",8333.33333333333
"Noroeste ","CLNW 10/11 MELHOR 01 QUARTO C/GAR...AC.CAIXA!",375000,1,42.75,"7353",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1094533",8771.9298245614
"Asa Norte ","SQN 316 ",375000,1,45,"5504",2014-01-20,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-316-946389",8333.33333333333
"Asa Sul ","SQS 413 LINDA REFORMA! SALA, 01 QTO ARM?RIOS EXCTE PRE?O R$$",377000,1,48,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-413-605529",7854.16666666667
"Sudoeste ","CLSW 102 ?TIMO AP 2 QTS+ NASC",379000,2,64.45,"11954",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-clsw-102-771406",5880.52754072925
"Noroeste ","CLNW 10/11 LOTE A STYLO HOUSING & SHOP",379000,1,33.62,"14522",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-lote-a-1155744",11273.0517549078
"Asa Norte ","SCLRN 707 LINDO!! CONFIRA...",379000,2,47,"19420",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-707-980903",8063.82978723404
"Noroeste ","CLNW 10/11 STYLO HOUSING & SHOP",379000,1,33.62,"218047",2014-01-25,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-830579",11273.0517549078
"Noroeste ","CLNW 10/11 LOTE A STYLO HOUSING & SHOP",379000,1,33.62,"19176",2014-01-22,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-lote-a-1015871",11273.0517549078
"Noroeste ","CLNW 10/11 STYLO HOUSING & SHOP - APTOS DE 1 E 2 QUARTOS",379000,1,32.93,"303164",2014-01-13,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-787119",11509.2620710598
"Asa Sul ","SQS 411 APARTAMENTO DE 02 QUARTOS NA ASA SUL DESOCUPADO. RWF",379000,2,52,"8066",2014-01-07,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1024253",7288.46153846154
"Noroeste ","CLNW 10/11 ",379600,1,32,"8015",2014-01-26,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-605725",11862.5
"Asa Sul ","SQS 411 ",380000,2,57,"17001",2014-01-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1160084",6666.66666666667
"Asa Sul ","EQS 502/503 - VAZADO - OPORTUNIDADE -",380000,1,45,"13933",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-eqs-502-503-862320",8444.44444444445
"Asa Sul ","SQS 411 LINDO APTO!  8408-4788",380000,2,56,"19420",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1149700",6785.71428571429
"Asa Sul ","SQS 411 ",380000,2,54,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1000973",7037.03703703704
"Asa Sul ","SQS 411 VAZADO - JK",380000,2,56,"14367",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1148724",6785.71428571429
"Asa Sul ","SQS 411 REFORMADO, 2? ANDAR, VISTA LIVRE",380000,2,50,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1005199",7600
"Asa Sul ","SQS 411 SEMI REFORMADO, 2?QT AMPLIADO, V. LIVRE",380000,2,54,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1002570",7037.03703703704
"Asa Norte ","SCLRN 714 ",380000,3,88,"5179",2014-01-24,"/imovel/venda-apartamento-brasilia-df-3-quartos-sclrn-714-1066475",4318.18181818182
"Asa Norte ","SETOR SHTN - LAKESIDE",380000,1,37,"5936",2014-01-16,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-1159889",10270.2702702703
"Asa Norte ","SCLRN 707 LINDO! REFORMA DE ARQUITETO AC. FINANC. FGTS.",380000,2,47,"10075",2014-01-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-707-1069658",8085.10638297872
"Asa Norte ","SCRN 716 ",380000,2,50,"5179",2014-01-12,"/imovel/venda-apartamento-brasilia-df-2-quartos-scrn-716-862980",7600
"Asa Sul ","SQS 408 2? ANDAR DE CANTO",380000,2,54.75,"9572",2014-01-11,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-408-742590",6940.63926940639
"Sudoeste ","CLSW 102 AC TRC P/ CASA EM CONDOMINIO",380000,2,59,"7560",2013-12-30,"/imovel/venda-apartamento-brasilia-df-2-quartos-clsw-102-1049704",6440.6779661017
"Asa Norte ","SCRN 706/707 BLOCO G ",380000,2,72,"8538",2013-12-18,"/imovel/venda-apartamento-brasilia-df-2-quartos-scrn-706-707-bloco-g-1155168",5277.77777777778
"Sudoeste ","CLSW 300A NOVO! LINDO SALA, 01 QTO ARMS GAR EXCTE PRE?O R$$",380000,1,37,"7037",2013-12-06,"/imovel/venda-apartamento-brasilia-df-1-quarto-clsw-300a-601071",10270.2702702703
"Sudoeste ","QRSW 01 OPORTUNIDADE! 9949-0121",385000,2,52,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-01-821583",7403.84615384615
"Asa Norte ","SQN 316 BLOCO K 3? ANDAR NASCENTE",385000,1,41,"9600",2013-12-26,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-316-bloco-k-872698",9390.24390243902
"Asa Norte ","SHN QUADRA 01 OPORTUNIDADE ?NICA!",385000,1,34.27,"13880",2013-12-26,"/imovel/venda-apartamento-brasilia-df-1-quarto-shn-quadra-01-1063931",11234.315728042
"Asa Sul ","SQS 411 - 02 QTS - 2? ANDAR - VAZADO",388000,2,56,"13933",2013-12-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1155881",6928.57142857143
"Noroeste ","CLNW 10/11 LOTE A APTO CONJUGADO 1 QTO NOROESTE",390000,1,34,"11000",2014-01-30,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-lote-a-902429",11470.5882352941
"Noroeste ","CLNW 10/11 LOTE A APTO CONJUGADO 1 QTO NOROESTE",390000,1,34,"11000",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-lote-a-1105354",11470.5882352941
"Sudoeste ","CCSW 04 FEROLA VENDE OPORT - 9126-9022",390000,1,34,"11476",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-ccsw-04-1004858",11470.5882352941
"Asa Norte ","SCRN 706/707 EXCELENTE LOCALIZA??O LIGUE: 9611-8184",390000,2,71.12,"275",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-scrn-706-707-821687",5483.68953880765
"Asa Sul ","SQS 411 VAZADO - JK - NASCENTE",390000,2,57,"14367",2014-01-28,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1148730",6842.1052631579
"Asa Norte ","SQN 216 VISTA LIVRE, ANDAR ALTO!!!",390000,1,43,"11983",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-216-1081834",9069.76744186047
"Asa Norte ","SQN 316 BLOCO K ADIMAR  9555 0723",390000,1,47,"10965",2014-01-27,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-316-bloco-k-1007047",8297.87234042553
"Asa Norte ","SHCGN 716 RESIDENCIAL ,ELEVADOR,AC. FINANCIAMENTO!!",390000,2,58,"18066",2014-01-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-shcgn-716-456490",6724.13793103448
"Asa Norte ","SQN 216 ACEITA PROPOSTA.",390000,1,42,"10075",2014-01-23,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-216-1101638",9285.71428571429
"Asa Norte ","SETOR SHTN LIFE RESORT",390000,1,30,"11924",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-803723",13000
"Asa Norte ","SGAN 914 SOUTH BEACH CANTO 44M?",390000,2,44,"8067",2014-01-21,"/imovel/venda-apartamento-brasilia-df-2-quartos-sgan-914-1161388",8863.63636363636
"Asa Norte ","SQN 316 R$390.000,00,  NASCENTE,  ACEITA FINANCIAMENTO.",390000,1,43,"8247",2013-12-22,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-316-474140",9069.76744186047
"Asa Norte ","SETOR SHTN THE SUN  THE FULL CONDOMINIUM RESORT",390000,1,30.6,"4763",2013-12-12,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-534671",12745.0980392157
"Noroeste ","CLNW 10/11 RARIDADE! C/02 VAGAS...HABITE-SE RESIDENCIAL!",390000,2,40,"7353",2014-01-08,"/imovel/venda-apartamento-brasilia-df-2-quartos-clnw-10-11-1066684",9750
"Asa Norte ","SCLRN 707 AC TRC CASA COND LAGO SUL",390011,2,47,"11839",2014-01-29,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-707-1069103",8298.10638297872
"Asa Norte ","SETOR SHTN PREMIER RESIDENCE",399000,1,38,"12230",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-setor-shtn-1101706",10500
"Asa Sul ","SQS 212 VISTA LIVRE, ACEITO FINANCIAMENTO E FGTS.",399000,1,40,"9451",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-212-648338",9975
"Asa Sul ","SQS 212 UMA GRA?A, REALIZE O SONHO DA CASA PR?PRIA*",4e+05,1,33,"7107",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-212-772413",12121.2121212121
"Sudoeste ","QRSW 07 BLOCO A-06 - MOBILIADO - OPORTUNIDADE",4e+05,1,59.44,"17097",2014-01-28,"/imovel/venda-apartamento-brasilia-df-1-quarto-qrsw-07-bloco-a06-1016015",6729.47510094213
"Asa Sul ","SQS 212 BLOCO D FA?A J? SUA PROPOSTA!",4e+05,1,45,"19812",2014-01-27,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqs-212-bloco-d-914122",8888.88888888889
"Noroeste ","CLNW 10/11 HABITE-SE RESIDENCIAL! MUDE JA...C/GARAGEM",4e+05,1,37,"7353",2014-01-21,"/imovel/venda-apartamento-brasilia-df-1-quarto-clnw-10-11-1094514",10810.8108108108
"Asa Norte ","SCLRN 712 ",4e+05,2,72.87,"7315",2014-01-14,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-712-785534",5489.22739124468
"Asa Norte ","SCLRN 714 * * OTIMA OPORTUNIDADE* *",4e+05,3,75,"13880",2014-01-13,"/imovel/venda-apartamento-brasilia-df-3-quartos-sclrn-714-995392",5333.33333333333
"Sudoeste ","QRSW 05 1? ANDAR MAIS BARATO - 8156-8764",4e+05,2,60,"12180",2014-01-07,"/imovel/venda-apartamento-brasilia-df-2-quartos-qrsw-05-1149849",6666.66666666667
"Asa Sul ","SQS 411 - 1? ANDAR - DESOCUPADO - PR?DIO REFORMADO",4e+05,2,57,"13933",2013-12-23,"/imovel/venda-apartamento-brasilia-df-2-quartos-sqs-411-1110948",7017.54385964912
"Asa Norte ","SCLRN 715 BLOCO C LUXO APARTAMENTO DUPLEX/COBERTURA",4e+05,2,95,"4749",2013-12-11,"/imovel/venda-apartamento-brasilia-df-2-quartos-sclrn-715-bloco-c-982499",4210.52631578947
"Asa Norte ","SQN 216 BLOCO B ",4e+05,1,44.98,"11427",2014-01-29,"/imovel/venda-apartamento-brasilia-df-1-quarto-sqn-216-bloco-b-1163082",8892.84126278346
